score system npt_6.0.gro  atoms 21087
train system npt_3.0.gro  R2 [0.757, 0.752, 0.755]
proposals per point 40  seed 21  kT 2.4943

radius 0.50  waters 19
    move    step    RMS nm     dU/kT     accept
 learned   0.750    0.0271    76.461  6.217e-34
 learned   0.750    0.0271    74.268  5.569e-33
 learned   0.750    0.0273    76.974  3.719e-34
 learned   0.750    0.0275    72.665  2.768e-32
 learned   0.750    0.0279    77.488  2.225e-34
 learned   1.000    0.0323   129.067  8.847e-57
 learned   1.000    0.0324   127.426  4.566e-56
 learned   1.000    0.0325   131.736  6.136e-58
 learned   1.000    0.0330   131.210  1.038e-57
 learned   1.000    0.0332   135.908  9.463e-60
 learned   1.000    0.0332   134.154  5.467e-59
 learned   1.000    0.0332   127.226  5.580e-56
 learned   1.000    0.0332   141.771  2.689e-62
 learned   1.000    0.0334   141.846  2.494e-62
 learned   1.000    0.0334   133.540  1.010e-58
 learned   1.000    0.0335   129.781  4.332e-57
 learned   1.000    0.0335   135.018  2.303e-59
 learned   1.000    0.0335   136.196  7.094e-60
 learned   1.000    0.0336   138.088  1.070e-60
 learned   1.000    0.0336   138.489  7.164e-61
 learned   1.000    0.0337   142.372  1.474e-62
 learned   1.000    0.0337   145.717  5.196e-64
 learned   1.000    0.0338   144.314  2.114e-63
 learned   1.000    0.0339   145.066  9.969e-64
 learned   1.000    0.0341   148.837  2.296e-65
 learned   1.000    0.0341   148.862  2.239e-65
 learned   1.000    0.0343   144.728  1.398e-63
 learned   1.000    0.0343   144.853  1.233e-63
 learned   1.000    0.0343   138.263  8.976e-61
 learned   1.000    0.0344   151.242  2.071e-66
 learned   1.000    0.0346   136.747  4.088e-60
 learned   1.000    0.0346   138.877  4.858e-61
 learned   1.000    0.0347   150.716  3.505e-66
 learned   1.000    0.0348   129.355  6.632e-57
 learned   1.000    0.0348   155.540  2.818e-68
 learned   1.000    0.0349   146.933  1.541e-64
 learned   1.000    0.0349   151.618  1.422e-66
 learned   1.000    0.0349   157.895  2.673e-69
 learned   1.000    0.0350   145.079  9.845e-64
 learned   1.000    0.0352   138.188  9.677e-61
 learned   1.000    0.0352   145.880  4.415e-64
 learned   1.000    0.0362   147.321  1.045e-64
 learned   1.000    0.0363   141.746  2.757e-62
 learned   1.000    0.0365   140.907  6.383e-62
 learned   1.000    0.0373   158.033  2.329e-69

radius 1.14  waters 195
    move    step    RMS nm     dU/kT     accept
  jiggle   0.250    0.0043    18.968  5.785e-09
  jiggle   0.250    0.0044    16.863  4.747e-08
  jiggle   0.250    0.0044    22.576  1.568e-10
  jiggle   0.250    0.0044     7.918  3.642e-04
  jiggle   0.250    0.0044    11.050  1.589e-05
  jiggle   0.250    0.0044    20.258  1.592e-09
  jiggle   0.250    0.0044    13.105  2.036e-06
  jiggle   0.250    0.0045    17.665  2.129e-08
  jiggle   0.250    0.0045    23.603  5.612e-11
  jiggle   0.250    0.0045    14.621  4.470e-07
  jiggle   0.250    0.0045    15.924  1.215e-07
  jiggle   0.250    0.0045     8.106  3.018e-04
  jiggle   0.250    0.0045    24.192  3.115e-11
  jiggle   0.250    0.0045    28.840  2.984e-13
  jiggle   0.250    0.0045    17.803  1.855e-08
  jiggle   0.250    0.0045     7.680  4.620e-04
  jiggle   0.250    0.0045    13.593  1.249e-06
  jiggle   0.250    0.0045    17.264  3.179e-08
  jiggle   0.250    0.0045    16.901  4.572e-08
  jiggle   0.250    0.0046    17.978  1.557e-08
  jiggle   0.250    0.0046    24.042  3.620e-11
  jiggle   0.250    0.0046    19.106  5.040e-09
  jiggle   0.250    0.0046    13.944  8.794e-07
  jiggle   0.250    0.0046    23.766  4.769e-11
  jiggle   0.250    0.0046    12.804  2.750e-06
  jiggle   0.250    0.0046     5.300  4.994e-03
  jiggle   0.250    0.0046    22.927  1.104e-10
  jiggle   0.250    0.0046    18.367  1.056e-08
  jiggle   0.250    0.0046    14.533  4.880e-07
  jiggle   0.250    0.0047    14.984  3.109e-07
  jiggle   0.250    0.0047    23.892  4.207e-11
  jiggle   0.250    0.0047    13.656  1.173e-06
  jiggle   0.250    0.0047    16.613  6.099e-08
  jiggle   0.250    0.0047    22.275  2.118e-10
  jiggle   0.250    0.0047    15.773  1.412e-07
  jiggle   0.250    0.0047    23.616  5.543e-11
  jiggle   0.250    0.0047    11.388  1.133e-05
  jiggle   0.250    0.0048    23.854  4.368e-11
  jiggle   0.250    0.0048    19.457  3.549e-09
  jiggle   0.250    0.0048    16.951  4.348e-08
  jiggle   0.500    0.0086    49.374  3.606e-22
  jiggle   0.500    0.0086    66.576  1.220e-29
  jiggle   0.500    0.0086    71.362  1.019e-31
  jiggle   0.500    0.0088    64.521  9.524e-29
  jiggle   0.500    0.0088    72.890  2.209e-32
  jiggle   0.500    0.0089    58.545  3.751e-26
  jiggle   0.500    0.0089    93.938  1.597e-41
  jiggle   0.500    0.0089    60.988  3.260e-27
  jiggle   0.500    0.0089    82.111  2.186e-36
  jiggle   0.500    0.0089    82.750  1.154e-36
  jiggle   0.500    0.0089    56.566  2.716e-25
  jiggle   0.500    0.0089    55.764  6.055e-25
  jiggle   0.500    0.0090    58.332  4.642e-26
  jiggle   0.500    0.0090    81.334  4.754e-36
  jiggle   0.500    0.0090    75.308  1.969e-33
  jiggle   0.500    0.0090    67.678  4.052e-30
  jiggle   0.500    0.0090    82.549  1.410e-36
  jiggle   0.500    0.0090    68.630  1.564e-30
  jiggle   0.500    0.0091    78.440  8.588e-35
  jiggle   0.500    0.0091    57.731  8.470e-26
  jiggle   0.500    0.0091    69.808  4.817e-31
  jiggle   0.500    0.0091    74.318  5.296e-33
  jiggle   0.500    0.0091    61.953  1.242e-27
  jiggle   0.500    0.0092    40.755  1.997e-18
  jiggle   0.500    0.0092    68.731  1.415e-30
  jiggle   0.500    0.0093    60.161  7.453e-27
  jiggle   0.500    0.0093    53.095  8.730e-24
  jiggle   0.500    0.0093    92.084  1.020e-40
  jiggle   0.500    0.0094    52.143  2.262e-23
  jiggle   0.500    0.0094    90.204  6.680e-40
  jiggle   0.500    0.0094    79.430  3.192e-35
  jiggle   0.500    0.0094    93.061  3.839e-41
  jiggle   0.500    0.0094    53.822  4.221e-24
  jiggle   0.500    0.0094    57.818  7.758e-26
  jiggle   0.500    0.0095    88.200  4.958e-39
  jiggle   0.500    0.0095    73.942  7.713e-33
  jiggle   0.500    0.0095    38.850  1.341e-17
  jiggle   0.500    0.0095    87.010  1.630e-38
  jiggle   0.500    0.0096    75.120  2.375e-33
  jiggle   0.500    0.0097    55.739  6.208e-25
  jiggle   0.750    0.0129   132.187  3.908e-58
  jiggle   0.750    0.0130   165.224  1.754e-72
  jiggle   0.750    0.0131   124.219  1.128e-54
  jiggle   0.750    0.0132   160.476  2.024e-70
  jiggle   0.750    0.0133   137.912  1.275e-60
  jiggle   0.750    0.0133   140.067  1.478e-61
  jiggle   0.750    0.0133   180.446  4.298e-79
  jiggle   0.750    0.0133   114.447  1.979e-50
  jiggle   0.750    0.0133   139.403  2.871e-61
  jiggle   0.750    0.0133   170.423  9.684e-75
  jiggle   0.750    0.0133   179.093  1.663e-78
  jiggle   0.750    0.0134   156.504  1.074e-68
  jiggle   0.750    0.0134   168.544  6.342e-74
  jiggle   0.750    0.0134   177.063  1.266e-77
  jiggle   0.750    0.0134   155.452  3.076e-68
  jiggle   0.750    0.0134   146.532  2.302e-64
  jiggle   0.750    0.0135   143.688  3.955e-63
  jiggle   0.750    0.0135   124.206  1.143e-54
  jiggle   0.750    0.0136   175.397  6.698e-77
  jiggle   0.750    0.0136   167.805  1.328e-73
  jiggle   0.750    0.0136   149.927  7.718e-66
  jiggle   0.750    0.0136   121.300  2.090e-53
  jiggle   0.750    0.0136   151.806  1.179e-66
  jiggle   0.750    0.0136   165.425  1.436e-72
  jiggle   0.750    0.0136   161.416  7.909e-71
  jiggle   0.750    0.0136   161.754  5.639e-71
  jiggle   0.750    0.0138   145.968  4.045e-64
  jiggle   0.750    0.0138   143.575  4.427e-63
  jiggle   0.750    0.0138   204.363  1.763e-89
  jiggle   0.750    0.0139   196.558  4.326e-86
  jiggle   0.750    0.0139   156.116  1.584e-68
  jiggle   0.750    0.0139   163.533  9.519e-72
  jiggle   0.750    0.0139   137.574  1.788e-60
  jiggle   0.750    0.0139   172.691  1.003e-75
  jiggle   0.750    0.0139   157.281  4.939e-69
  jiggle   0.750    0.0140   168.782  4.998e-74
  jiggle   0.750    0.0140   158.070  2.243e-69
  jiggle   0.750    0.0141   141.658  3.010e-62
  jiggle   0.750    0.0142   149.501  1.182e-65
  jiggle   0.750    0.0146   189.078  7.663e-83
  jiggle   1.000    0.0171   302.234 5.511e-132
  jiggle   1.000    0.0175   247.911 2.155e-108
  jiggle   1.000    0.0175   235.759 4.085e-103
  jiggle   1.000    0.0175   262.156 1.403e-114
  jiggle   1.000    0.0176   319.774 1.330e-139
  jiggle   1.000    0.0177   284.219 3.676e-124
  jiggle   1.000    0.0177   257.057 2.299e-112
  jiggle   1.000    0.0177   352.536 7.864e-154
  jiggle   1.000    0.0178   291.899 1.699e-127
  jiggle   1.000    0.0178   291.498 2.536e-127
  jiggle   1.000    0.0179   314.224 3.422e-137
  jiggle   1.000    0.0180   285.058 1.588e-124
  jiggle   1.000    0.0180   264.136 1.938e-115
  jiggle   1.000    0.0181   450.232 2.929e-196
  jiggle   1.000    0.0182   278.142 1.601e-121
  jiggle   1.000    0.0182   315.389 1.067e-137
  jiggle   1.000    0.0183   316.492 3.543e-138
  jiggle   1.000    0.0183   319.085 2.649e-139
  jiggle   1.000    0.0184   297.173 8.698e-130
  jiggle   1.000    0.0184   338.905 6.538e-148
  jiggle   1.000    0.0184   344.154 3.433e-150
  jiggle   1.000    0.0184   292.049 1.462e-127
  jiggle   1.000    0.0185   240.344 4.167e-105
  jiggle   1.000    0.0185   287.050 2.167e-125
  jiggle   1.000    0.0185   283.379 8.511e-124
  jiggle   1.000    0.0185   263.985 2.252e-115
  jiggle   1.000    0.0185   307.546 2.718e-134
  jiggle   1.000    0.0186   313.861 4.921e-137
  jiggle   1.000    0.0186   209.462  1.076e-91
  jiggle   1.000    0.0186   313.472 7.256e-137
  jiggle   1.000    0.0186   302.347 4.924e-132
  jiggle   1.000    0.0187   357.635 4.799e-156
  jiggle   1.000    0.0187   364.438 5.330e-159
  jiggle   1.000    0.0188   296.684 1.418e-129
  jiggle   1.000    0.0189   341.974 3.037e-149
  jiggle   1.000    0.0190   274.923 4.005e-120
  jiggle   1.000    0.0192   368.447 9.673e-161
  jiggle   1.000    0.0193   306.607 6.956e-134
  jiggle   1.000    0.0194   393.015 2.069e-171
  jiggle   1.000    0.0197   345.482 9.098e-151
  jiggle   1.500    0.0260   624.564 5.691e-272
  jiggle   1.500    0.0261   614.429 1.435e-267
  jiggle   1.500    0.0262   910.637  0.000e+00
  jiggle   1.500    0.0263   656.299 9.400e-286
  jiggle   1.500    0.0263   680.892 1.961e-296
  jiggle   1.500    0.0264   723.300 7.492e-315
  jiggle   1.500    0.0268   896.681  0.000e+00
  jiggle   1.500    0.0268   679.150 1.119e-295
  jiggle   1.500    0.0268   682.633 3.437e-297
  jiggle   1.500    0.0269   927.112  0.000e+00
  jiggle   1.500    0.0269   698.933 2.867e-304
  jiggle   1.500    0.0269   615.419 5.335e-268
  jiggle   1.500    0.0270   725.819 6.039e-316
  jiggle   1.500    0.0270   792.520  0.000e+00
  jiggle   1.500    0.0270   716.585 6.180e-312
  jiggle   1.500    0.0270   887.898  0.000e+00
  jiggle   1.500    0.0270   821.347  0.000e+00
  jiggle   1.500    0.0270   743.033 1.976e-323
  jiggle   1.500    0.0271   881.120  0.000e+00
  jiggle   1.500    0.0272   739.562 6.472e-322
  jiggle   1.500    0.0272   750.124  0.000e+00
  jiggle   1.500    0.0272   937.435  0.000e+00
  jiggle   1.500    0.0273   710.221 3.589e-309
  jiggle   1.500    0.0273   799.022  0.000e+00
  jiggle   1.500    0.0275   841.844  0.000e+00
  jiggle   1.500    0.0275   812.841  0.000e+00
  jiggle   1.500    0.0276   749.848  0.000e+00
  jiggle   1.500    0.0276   861.814  0.000e+00
  jiggle   1.500    0.0276   888.813  0.000e+00
  jiggle   1.500    0.0277   765.659  0.000e+00
  jiggle   1.500    0.0278   739.487 7.016e-322
  jiggle   1.500    0.0279   869.294  0.000e+00
  jiggle   1.500    0.0279   932.499  0.000e+00
  jiggle   1.500    0.0279  2071.566  0.000e+00
  jiggle   1.500    0.0280   840.867  0.000e+00
  jiggle   1.500    0.0281  1041.646  0.000e+00
  jiggle   1.500    0.0281   773.376  0.000e+00
  jiggle   1.500    0.0282   648.907 1.525e-282
  jiggle   1.500    0.0285   787.082  0.000e+00
  jiggle   1.500    0.0286   638.158 7.107e-278
  jiggle   2.000    0.0339  1265.177  0.000e+00
  jiggle   2.000    0.0342  1706.201  0.000e+00
  jiggle   2.000    0.0343  1752.957  0.000e+00
  jiggle   2.000    0.0343  1012.330  0.000e+00
  jiggle   2.000    0.0346  1177.917  0.000e+00
  jiggle   2.000    0.0350  1517.787  0.000e+00
  jiggle   2.000    0.0351  1164.537  0.000e+00
  jiggle   2.000    0.0352  1906.480  0.000e+00
  jiggle   2.000    0.0353  1608.931  0.000e+00
  jiggle   2.000    0.0354  1221.441  0.000e+00
  jiggle   2.000    0.0355  1272.807  0.000e+00
  jiggle   2.000    0.0356  1729.755  0.000e+00
  jiggle   2.000    0.0356  1790.241  0.000e+00
  jiggle   2.000    0.0357  1806.340  0.000e+00
  jiggle   2.000    0.0357  1454.556  0.000e+00
  jiggle   2.000    0.0358  1173.733  0.000e+00
  jiggle   2.000    0.0358  2694.527  0.000e+00
  jiggle   2.000    0.0358  1508.403  0.000e+00
  jiggle   2.000    0.0358  2471.384  0.000e+00
  jiggle   2.000    0.0359  1379.323  0.000e+00
  jiggle   2.000    0.0360  1287.829  0.000e+00
  jiggle   2.000    0.0360  1578.750  0.000e+00
  jiggle   2.000    0.0361  2813.045  0.000e+00
  jiggle   2.000    0.0361  2559.521  0.000e+00
  jiggle   2.000    0.0363  3764.274  0.000e+00
  jiggle   2.000    0.0364  1543.758  0.000e+00
  jiggle   2.000    0.0365  1600.474  0.000e+00
  jiggle   2.000    0.0365  1345.334  0.000e+00
  jiggle   2.000    0.0366  1301.372  0.000e+00
  jiggle   2.000    0.0367  1826.937  0.000e+00
  jiggle   2.000    0.0367  1688.273  0.000e+00
  jiggle   2.000    0.0367  1781.572  0.000e+00
  jiggle   2.000    0.0369  2016.015  0.000e+00
  jiggle   2.000    0.0369  1740.191  0.000e+00
  jiggle   2.000    0.0369  1549.308  0.000e+00
  jiggle   2.000    0.0371  2645.566  0.000e+00
  jiggle   2.000    0.0371  2303.692  0.000e+00
  jiggle   2.000    0.0376  1372.395  0.000e+00
  jiggle   2.000    0.0378  1078.755  0.000e+00
  jiggle   2.000    0.0386  2985.060  0.000e+00
  jiggle   3.000    0.0502  3567.428  0.000e+00
  jiggle   3.000    0.0514  3366.135  0.000e+00
  jiggle   3.000    0.0522  9332.533  0.000e+00
  jiggle   3.000    0.0529  5311.503  0.000e+00
  jiggle   3.000    0.0530  7949.019  0.000e+00
  jiggle   3.000    0.0532 21583.883  0.000e+00
  jiggle   3.000    0.0534  9651.593  0.000e+00
  jiggle   3.000    0.0535  8616.487  0.000e+00
  jiggle   3.000    0.0537  5097.543  0.000e+00
  jiggle   3.000    0.0539  5882.721  0.000e+00
  jiggle   3.000    0.0540  6223.105  0.000e+00
  jiggle   3.000    0.0544 10293.672  0.000e+00
  jiggle   3.000    0.0544  5543.879  0.000e+00
  jiggle   3.000    0.0544  9336.542  0.000e+00
  jiggle   3.000    0.0544  8065.358  0.000e+00
  jiggle   3.000    0.0545  6102.156  0.000e+00
  jiggle   3.000    0.0546  3846.460  0.000e+00
  jiggle   3.000    0.0548  9848.377  0.000e+00
  jiggle   3.000    0.0549 13884.598  0.000e+00
  jiggle   3.000    0.0549 22077.356  0.000e+00
  jiggle   3.000    0.0550  7289.256  0.000e+00
  jiggle   3.000    0.0550  9457.103  0.000e+00
  jiggle   3.000    0.0550  6574.500  0.000e+00
  jiggle   3.000    0.0551 20922.710  0.000e+00
  jiggle   3.000    0.0552  8056.419  0.000e+00
  jiggle   3.000    0.0552  6124.506  0.000e+00
  jiggle   3.000    0.0553  8006.424  0.000e+00
  jiggle   3.000    0.0553  7691.286  0.000e+00
  jiggle   3.000    0.0556 13183.924  0.000e+00
  jiggle   3.000    0.0556  5142.508  0.000e+00
  jiggle   3.000    0.0556  7714.451  0.000e+00
  jiggle   3.000    0.0557 12097.964  0.000e+00
  jiggle   3.000    0.0557  9150.183  0.000e+00
  jiggle   3.000    0.0557 18628.064  0.000e+00
  jiggle   3.000    0.0559  4974.653  0.000e+00
  jiggle   3.000    0.0560  5723.599  0.000e+00
  jiggle   3.000    0.0563  7702.210  0.000e+00
  jiggle   3.000    0.0565 19189.160  0.000e+00
  jiggle   3.000    0.0566  4615.827  0.000e+00
  jiggle   3.000    0.0578  7448.530  0.000e+00

  rotate   0.005    0.0031     4.385  1.246e-02
  rotate   0.005    0.0031     2.593  7.477e-02
  rotate   0.005    0.0031     6.126  2.184e-03
  rotate   0.005    0.0031    -4.285  1.000e+00
  rotate   0.005    0.0031     5.124  5.952e-03
  rotate   0.005    0.0031     2.243  1.062e-01
  rotate   0.005    0.0031     3.445  3.190e-02
  rotate   0.005    0.0031     2.117  1.204e-01
  rotate   0.005    0.0032     3.282  3.754e-02
  rotate   0.005    0.0032     0.777  4.599e-01
  rotate   0.005    0.0032     3.683  2.514e-02
  rotate   0.005    0.0032     2.506  8.162e-02
  rotate   0.005    0.0032     2.105  1.219e-01
  rotate   0.005    0.0032     0.526  5.909e-01
  rotate   0.005    0.0032     3.420  3.270e-02
  rotate   0.005    0.0032    -0.651  1.000e+00
  rotate   0.005    0.0032     2.305  9.974e-02
  rotate   0.005    0.0032    -0.965  1.000e+00
  rotate   0.005    0.0032     4.272  1.395e-02
  rotate   0.005    0.0032    -2.456  1.000e+00
  rotate   0.005    0.0032    -2.368  1.000e+00
  rotate   0.005    0.0032     3.358  3.482e-02
  rotate   0.005    0.0032     5.751  3.181e-03
  rotate   0.005    0.0032    -0.539  1.000e+00
  rotate   0.005    0.0032     3.282  3.754e-02
  rotate   0.005    0.0032     4.686  9.227e-03
  rotate   0.005    0.0032     2.005  1.347e-01
  rotate   0.005    0.0032    -1.842  1.000e+00
  rotate   0.005    0.0032     4.385  1.246e-02
  rotate   0.005    0.0032     4.598  1.007e-02
  rotate   0.005    0.0032     6.252  1.927e-03
  rotate   0.005    0.0032    -2.393  1.000e+00
  rotate   0.005    0.0032     1.854  1.566e-01
  rotate   0.005    0.0032     6.978  9.319e-04
  rotate   0.005    0.0032     2.506  8.162e-02
  rotate   0.005    0.0032     1.754  1.731e-01
  rotate   0.005    0.0032     4.686  9.227e-03
  rotate   0.005    0.0032     3.245  3.897e-02
  rotate   0.005    0.0032     3.069  4.645e-02
  rotate   0.005    0.0033     5.462  4.243e-03
  rotate   0.010    0.0063    16.913  4.515e-08
  rotate   0.010    0.0063    13.017  2.222e-06
  rotate   0.010    0.0063    11.100  1.511e-05
  rotate   0.010    0.0063     2.631  7.201e-02
  rotate   0.010    0.0063    12.741  2.928e-06
  rotate   0.010    0.0063     4.736  8.776e-03
  rotate   0.010    0.0063     8.995  1.240e-04
  rotate   0.010    0.0063     0.501  6.058e-01
  rotate   0.010    0.0063    14.307  6.115e-07
  rotate   0.010    0.0063    10.549  2.622e-05
  rotate   0.010    0.0063     5.312  4.932e-03
  rotate   0.010    0.0063     7.492  5.575e-04
  rotate   0.010    0.0063     9.747  5.847e-05
  rotate   0.010    0.0063     4.523  1.086e-02
  rotate   0.010    0.0063     6.515  1.481e-03
  rotate   0.010    0.0063     5.450  4.297e-03
  rotate   0.010    0.0063     5.475  4.191e-03
  rotate   0.010    0.0063    12.591  3.402e-06
  rotate   0.010    0.0063     5.938  2.636e-03
  rotate   0.010    0.0063    11.526  9.869e-06
  rotate   0.010    0.0063    -4.623  1.000e+00
  rotate   0.010    0.0063     3.558  2.849e-02
  rotate   0.010    0.0063     4.260  1.413e-02
  rotate   0.010    0.0064    11.614  9.040e-06
  rotate   0.010    0.0064     6.026  2.415e-03
  rotate   0.010    0.0064     8.745  1.593e-04
  rotate   0.010    0.0064     5.913  2.703e-03
  rotate   0.010    0.0064     7.191  7.531e-04
  rotate   0.010    0.0064     8.419  2.206e-04
  rotate   0.010    0.0064     7.079  8.430e-04
  rotate   0.010    0.0064     9.096  1.122e-04
  rotate   0.010    0.0064     6.765  1.153e-03
  rotate   0.010    0.0064     6.640  1.307e-03
  rotate   0.010    0.0065     5.412  4.462e-03
  rotate   0.010    0.0065     6.828  1.083e-03
  rotate   0.010    0.0065     3.007  4.945e-02
  rotate   0.010    0.0065    11.651  8.707e-06
  rotate   0.010    0.0065     9.872  5.158e-05
  rotate   0.010    0.0065     6.891  1.017e-03
  rotate   0.010    0.0065     8.933  1.320e-04
  rotate   0.020    0.0125    17.803  1.855e-08
  rotate   0.020    0.0125    36.232  1.839e-16
  rotate   0.020    0.0126    18.980  5.713e-09
  rotate   0.020    0.0126    17.728  2.000e-08
  rotate   0.020    0.0126    37.648  4.465e-17
  rotate   0.020    0.0126    34.390  1.160e-15
  rotate   0.020    0.0126    39.665  5.940e-18
  rotate   0.020    0.0126    43.160  1.802e-19
  rotate   0.020    0.0126    21.361  5.286e-10
  rotate   0.020    0.0126    22.326  2.014e-10
  rotate   0.020    0.0126    35.343  4.476e-16
  rotate   0.020    0.0126    32.912  5.087e-15
  rotate   0.020    0.0126    27.437  1.214e-12
  rotate   0.020    0.0126    23.591  5.683e-11
  rotate   0.020    0.0126    37.485  5.254e-17
  rotate   0.020    0.0126    31.095  3.129e-14
  rotate   0.020    0.0126    31.885  1.421e-14
  rotate   0.020    0.0126    21.774  3.496e-10
  rotate   0.020    0.0127    19.356  3.923e-09
  rotate   0.020    0.0127    20.396  1.387e-09
  rotate   0.020    0.0127    28.778  3.177e-13
  rotate   0.020    0.0127    27.412  1.245e-12
  rotate   0.020    0.0127    18.905  6.159e-09
  rotate   0.020    0.0127    35.869  2.645e-16
  rotate   0.020    0.0127    32.311  9.282e-15
  rotate   0.020    0.0127    26.761  2.388e-12
  rotate   0.020    0.0127    28.865  2.910e-13
  rotate   0.020    0.0127    30.419  6.155e-14
  rotate   0.020    0.0127    13.719  1.102e-06
  rotate   0.020    0.0127    28.515  4.133e-13
  rotate   0.020    0.0128    30.281  7.065e-14
  rotate   0.020    0.0128    21.611  4.114e-10
  rotate   0.020    0.0129    29.993  9.424e-14
  rotate   0.020    0.0129    21.574  4.272e-10
  rotate   0.020    0.0129    15.823  1.343e-07
  rotate   0.020    0.0129    41.607  8.520e-19
  rotate   0.020    0.0129    21.900  3.084e-10
  rotate   0.020    0.0129    38.437  2.028e-17
  rotate   0.020    0.0130    30.068  8.742e-14
  rotate   0.020    0.0130    19.507  3.376e-09
  rotate   0.030    0.0188    73.253  1.536e-32
  rotate   0.030    0.0188    73.241  1.556e-32
  rotate   0.030    0.0188    75.308  1.969e-33
  rotate   0.030    0.0189    83.026  8.759e-37
  rotate   0.030    0.0189    55.739  6.208e-25
  rotate   0.030    0.0189    62.279  8.970e-28
  rotate   0.030    0.0189    59.560  1.360e-26
  rotate   0.030    0.0190    84.942  1.288e-37
  rotate   0.030    0.0190    71.712  7.173e-32
  rotate   0.030    0.0190    51.203  5.789e-23
  rotate   0.030    0.0190    74.669  3.729e-33
  rotate   0.030    0.0190    65.386  4.012e-29
  rotate   0.030    0.0190    74.356  5.101e-33
  rotate   0.030    0.0190    80.395  1.216e-35
  rotate   0.030    0.0190    61.226  2.569e-27
  rotate   0.030    0.0190    43.799  9.512e-20
  rotate   0.030    0.0190    64.220  1.287e-28
  rotate   0.030    0.0190    86.208  3.635e-38
  rotate   0.030    0.0190    58.295  4.820e-26
  rotate   0.030    0.0190    64.396  1.080e-28
  rotate   0.030    0.0191    71.750  6.908e-32
  rotate   0.030    0.0191    37.122  7.556e-17
  rotate   0.030    0.0191    54.035  3.412e-24
  rotate   0.030    0.0191    45.440  1.843e-20
  rotate   0.030    0.0191    71.224  1.169e-31
  rotate   0.030    0.0191    51.316  5.172e-23
  rotate   0.030    0.0192    49.274  3.986e-22
  rotate   0.030    0.0192    58.407  4.306e-26
  rotate   0.030    0.0192    69.846  4.639e-31
  rotate   0.030    0.0192    70.409  2.640e-31
  rotate   0.030    0.0192    43.411  1.403e-19
  rotate   0.030    0.0192    41.268  1.195e-18
  rotate   0.030    0.0192    65.122  5.220e-29
  rotate   0.030    0.0193    72.427  3.512e-32
  rotate   0.030    0.0193    77.125  3.200e-34
  rotate   0.030    0.0194    45.190  2.368e-20
  rotate   0.030    0.0194    86.533  2.624e-38
  rotate   0.030    0.0194    87.974  6.213e-39
  rotate   0.030    0.0195    71.199  1.199e-31
  rotate   0.030    0.0195    56.929  1.888e-25
  rotate   0.050    0.0313   178.504  2.996e-78
  rotate   0.050    0.0314   247.460 3.383e-108
  rotate   0.050    0.0314   148.361  3.695e-65
  rotate   0.050    0.0314   211.504  1.396e-92
  rotate   0.050    0.0315   216.565  8.848e-95
  rotate   0.050    0.0315   219.710  3.812e-96
  rotate   0.050    0.0316   209.337  1.220e-91
  rotate   0.050    0.0316   202.083  1.724e-88
  rotate   0.050    0.0316   191.058  1.059e-83
  rotate   0.050    0.0316   208.823  2.039e-91
  rotate   0.050    0.0316   205.202  7.618e-90
  rotate   0.050    0.0316   215.563  2.411e-94
  rotate   0.050    0.0316   207.056  1.193e-90
  rotate   0.050    0.0316   174.332  1.943e-76
  rotate   0.050    0.0316   205.403  6.234e-90
  rotate   0.050    0.0317   213.947  1.213e-93
  rotate   0.050    0.0317   244.178 9.013e-107
  rotate   0.050    0.0318   141.032  5.632e-62
  rotate   0.050    0.0318   229.470 2.201e-100
  rotate   0.050    0.0320   171.413  3.599e-75
  rotate   0.050    0.0320   213.884  1.292e-93
  rotate   0.050    0.0320   222.880  1.602e-97
  rotate   0.050    0.0320   171.200  4.454e-75
  rotate   0.050    0.0321   162.906  1.781e-71
  rotate   0.050    0.0321   159.975  3.341e-70
  rotate   0.050    0.0323   232.213 1.416e-101
  rotate   0.050    0.0323   245.280 2.993e-107
  rotate   0.050    0.0323   173.906  2.975e-76
  rotate   0.050    0.0324   259.939 1.289e-113
  rotate   0.050    0.0324   256.669 3.390e-112
  rotate   0.050    0.0324   254.652 2.548e-111
  rotate   0.050    0.0324   253.136 1.160e-110
  rotate   0.050    0.0325   165.863  9.259e-73
  rotate   0.050    0.0325   262.808 7.313e-115
  rotate   0.050    0.0325   172.002  1.997e-75
  rotate   0.050    0.0325   183.954  1.288e-80
  rotate   0.050    0.0325   270.751 2.597e-118
  rotate   0.050    0.0326   202.484  1.155e-88
  rotate   0.050    0.0326   177.840  5.821e-78
  rotate   0.050    0.0326   283.680 6.301e-124
  rotate   0.080    0.0502   672.824 6.258e-293
  rotate   0.080    0.0502   745.438  0.000e+00
  rotate   0.080    0.0502   739.324 8.251e-322
  rotate   0.080    0.0503   909.322  0.000e+00
  rotate   0.080    0.0503   700.599 5.417e-305
  rotate   0.080    0.0503   545.811 9.064e-238
  rotate   0.080    0.0505  1011.014  0.000e+00
  rotate   0.080    0.0506   814.570  0.000e+00
  rotate   0.080    0.0506   622.911 2.974e-271
  rotate   0.080    0.0506   512.072 4.073e-223
  rotate   0.080    0.0506   576.581 3.928e-251
  rotate   0.080    0.0507   505.883 1.985e-220
  rotate   0.080    0.0507   485.700 1.157e-211
  rotate   0.080    0.0507   673.726 2.539e-293
  rotate   0.080    0.0507   584.524 1.395e-254
  rotate   0.080    0.0507   548.505 6.130e-239
